,acchr,dayofweek,accmon,accday,num
4542,12,1,3,20,1
4545,1,1,4,3,1
4550,14,7,5,21,1
4554,2,4,6,22,1
4558,16,6,7,1,1
4560,6,3,6,14,1
4561,20,3,7,19,1
4562,23,5,7,21,1
4564,11,1,7,31,1
4566,13,1,7,10,1
4575,23,6,9,16,1
4578,15,4,11,2,1
4580,2,1,11,13,1
4581,15,2,11,7,1
4583,13,1,9,4,1
4584,14,2,11,28,1
4590,19,2,10,10,1
4592,22,5,12,8,1
4600,2,4,2,16,1
4604,9,4,2,16,1
4607,22,6,3,25,1
4613,11,3,5,24,1
4623,5,5,7,7,1
4624,3,7,7,23,1
4627,18,5,8,4,1
4628,22,2,8,1,1
4630,9,3,8,16,1
4633,6,6,9,30,1
4634,13,7,9,10,1
4656,14,6,3,4,1
4659,8,4,6,29,1
4676,12,4,4,6,1
4681,17,1,5,22,1
4690,23,5,6,30,1
4691,15,2,7,4,1
4698,1,1,7,24,1
4703,9,3,8,9,1
4706,16,4,8,31,1
4711,19,7,11,5,1
4724,9,1,3,6,1
4740,9,4,7,6,1
4762,5,7,11,5,1
4778,16,2,11,14,1
4782,4,7,1,1,1
4786,2,7,2,5,1
4796,12,2,4,25,1
4797,20,1,5,29,1
4801,11,5,5,5,1
4807,14,6,6,17,1
4812,21,1,8,21,1
4813,18,6,9,30,1
4829,2,7,12,3,1
4836,23,1,5,8,1
4839,11,4,1,12,1
4840,14,7,2,12,1
4841,13,4,2,23,1
4842,0,2,2,28,1
4843,11,5,3,3,1
4844,13,5,3,24,1
4845,15,3,4,19,1
4847,18,5,3,17,1
4849,7,3,5,24,1
4851,0,4,6,22,1
4852,22,1,6,26,1
4853,23,2,7,11,1
4854,1,2,7,18,1
4855,22,5,7,28,1
4856,8,4,8,17,1
4857,21,2,8,1,1
4858,17,7,9,17,1
4862,17,4,10,5,1
4863,20,7,10,15,1
4865,12,5,10,27,1
4866,13,7,11,5,1
4867,1,7,10,8,1
4868,17,1,12,11,1
4870,22,3,12,20,1
4887,18,3,3,1,1
4898,9,1,5,29,1
4908,7,5,8,11,1
4917,12,1,8,14,1
4921,12,6,10,14,1
4925,14,6,9,16,1
4926,21,7,9,17,1
4929,8,5,9,8,1
4941,18,5,12,8,1
4948,20,6,1,7,1
4958,9,6,3,4,1
4961,10,7,3,5,1
